time_absolute,gpu_util_perc,gpu_mem_used_mb,power_draw_w
1785072496.7091157,100.0,10127.0,351.24
1785072497.7494702,100.0,10127.0,346.36
1785072498.78915,100.0,10127.0,345.81
1785072499.8301327,100.0,10127.0,344.05
1785072500.8736181,100.0,10127.0,351.55
1785072501.9133668,100.0,10127.0,348.21
1785072502.953391,69.0,10127.0,274.85
1785072503.9972045,100.0,40759.0,233.51
1785072505.0558703,100.0,37677.0,286.98
1785072506.1171632,100.0,33545.0,247.65
1785072507.1561224,50.0,33545.0,257.02
1785072508.1928911,36.0,1889.0,104.3
1785072509.2291372,100.0,8031.0,186.95
1785072510.2699401,100.0,9481.0,349.54
1785072511.310713,100.0,10127.0,349.96
1785072512.3497598,100.0,10127.0,339.77
1785072513.3857996,100.0,10127.0,343.9
1785072514.425859,100.0,10127.0,345.91
1785072515.4658089,100.0,10127.0,348.95
1785072516.5055225,100.0,10127.0,344.95
1785072517.5447211,100.0,10127.0,350.33
1785072518.5813713,100.0,10127.0,348.77
1785072519.6213598,100.0,10127.0,347.4
1785072520.661608,100.0,10127.0,344.44
1785072521.7011383,76.0,10127.0,317.37
1785072522.7404604,100.0,40761.0,210.79
1785072523.780145,100.0,40761.0,288.44
1785072524.8188646,100.0,33545.0,238.61
1785072525.8618772,100.0,33545.0,275.35
1785072526.899862,100.0,925.0,133.86
1785072527.9386935,100.0,8031.0,129.33
1785072528.9782207,100.0,9481.0,351.66
1785072530.0177317,100.0,10127.0,343.67
1785072531.0576987,100.0,10127.0,354.87
1785072532.0972602,100.0,10127.0,348.0
1785072533.1371555,100.0,10127.0,347.33
1785072534.1808236,100.0,10127.0,339.04
1785072535.2374132,100.0,10127.0,349.75
1785072536.2770526,100.0,10127.0,349.19
1785072537.331741,100.0,10127.0,340.45
1785072538.3696885,100.0,10127.0,349.22
1785072539.4106033,100.0,10127.0,350.16
1785072540.4507449,100.0,10127.0,346.92
1785072541.4877968,100.0,40759.0,202.17
1785072542.5290964,100.0,40759.0,300.47
1785072543.5718596,100.0,33545.0,252.64
1785072544.6332986,100.0,33545.0,268.62
1785072545.671908,100.0,549.0,179.04
1785072546.7124162,42.0,4459.0,100.41
1785072547.749675,100.0,9481.0,307.47
1785072548.7893944,100.0,10127.0,342.92
1785072549.8293793,100.0,10127.0,349.77
1785072550.8697488,100.0,10127.0,343.77
1785072551.9102907,100.0,10127.0,348.71
1785072552.9488318,100.0,10127.0,354.08
1785072553.9857507,100.0,10127.0,346.67
1785072555.0263884,100.0,10127.0,344.11
1785072556.0656013,100.0,10127.0,343.46
1785072557.1055284,100.0,10127.0,348.72
1785072558.1454382,100.0,10127.0,347.02
1785072559.185564,100.0,10127.0,348.46
1785072560.226877,81.0,40759.0,234.71
1785072561.2643335,100.0,40759.0,288.66
1785072562.3005805,100.0,33545.0,255.49
1785072563.3557565,100.0,33545.0,276.82
1785072564.3919106,37.0,549.0,227.03
1785072565.4283376,43.0,2239.0,102.97
1785072566.4652905,100.0,9481.0,270.93
1785072567.5055723,100.0,9481.0,350.37
1785072568.5450304,100.0,10127.0,343.52
1785072569.5874398,100.0,10127.0,342.1
1785072570.6251342,100.0,10127.0,348.94
1785072571.6655421,100.0,10127.0,347.52
1785072572.7053635,100.0,10127.0,352.26
1785072573.7452643,100.0,10127.0,343.89
1785072574.7851226,100.0,10127.0,342.23
1785072575.8277142,100.0,10127.0,342.38
1785072576.8658369,100.0,10127.0,346.7
1785072577.9063275,100.0,10127.0,348.31
1785072578.9448924,84.0,6423.0,255.81
1785072579.984669,100.0,40761.0,253.98
1785072581.174917,100.0,33545.0,248.47
1785072582.217365,100.0,33545.0,267.73
1785072583.2562437,15.0,475.0,218.74
1785072584.2963934,57.0,841.0,104.14
1785072585.3373914,100.0,6159.0,237.84
1785072586.3767657,100.0,6159.0,345.92
1785072587.412222,40.0,471.0,162.84
1785072588.4499629,74.0,8031.0,117.49
1785072589.4886873,100.0,9481.0,346.91
1785072590.525922,100.0,10127.0,352.85
1785072591.565194,100.0,10127.0,348.68
1785072592.6051538,100.0,10127.0,337.35
1785072593.6453724,100.0,10127.0,345.61
1785072594.6858673,100.0,10127.0,348.61
1785072595.7252069,100.0,10127.0,347.06
1785072596.765404,100.0,10127.0,351.03
1785072597.8057122,100.0,10127.0,343.08
1785072598.8458722,100.0,10127.0,338.14
1785072599.8855991,100.0,10127.0,347.35
1785072600.9254217,100.0,10127.0,344.37
1785072601.963843,100.0,40761.0,200.02
1785072603.0005798,100.0,40761.0,293.18
1785072604.0397537,100.0,33545.0,260.4
1785072605.0774236,100.0,33545.0,269.87
1785072606.1157568,100.0,589.0,209.42
1785072607.1563084,43.0,3259.0,105.34
1785072608.1933486,100.0,6159.0,274.72
1785072609.233426,71.0,6159.0,284.45
1785072610.273136,44.0,1833.0,162.49
1785072611.3133278,100.0,6159.0,162.88
1785072612.3531868,100.0,6159.0,348.67
1785072613.3962336,100.0,7851.0,211.93
1785072614.4363632,42.0,2515.0,127.55
1785072615.4930985,100.0,7521.0,259.7
1785072616.5378335,100.0,7847.0,350.03
1785072617.5960293,100.0,7847.0,345.26
1785072618.6338773,100.0,7847.0,350.48
1785072619.6746647,100.0,7847.0,345.58
1785072620.7370813,100.0,7847.0,351.94
1785072621.7724848,100.0,24875.0,207.45
1785072622.8138223,100.0,24875.0,291.19
1785072623.8517878,100.0,515.0,196.95
1785072624.8901837,43.0,8031.0,107.02
1785072625.9287322,100.0,9481.0,346.98
1785072626.965343,100.0,10127.0,347.27
1785072628.0057921,100.0,10127.0,341.1
1785072629.04532,100.0,10127.0,351.11
1785072630.085292,100.0,10127.0,344.64
1785072631.1277542,100.0,10127.0,339.64
1785072632.1655345,100.0,10127.0,345.96
1785072633.205554,100.0,10127.0,343.68
1785072634.2416553,100.0,10127.0,351.12
1785072635.2776263,100.0,10127.0,347.88
1785072636.3137774,100.0,10127.0,342.39
1785072637.368262,100.0,10127.0,342.46
1785072638.4038293,100.0,40759.0,191.96
1785072639.4406426,100.0,40759.0,293.75
1785072640.4796872,100.0,33545.0,256.43
1785072641.5168395,100.0,33545.0,260.03
1785072642.5526397,100.0,653.0,196.92
1785072643.5883968,42.0,2995.0,102.83
1785072644.6259,100.0,7521.0,303.21
1785072645.6663046,100.0,7847.0,347.37
1785072646.724177,100.0,7847.0,350.72
1785072647.766024,100.0,7847.0,350.02
1785072648.8105056,100.0,7847.0,345.33
1785072649.8496833,100.0,7847.0,349.06
1785072650.8885798,100.0,24875.0,220.39
1785072651.9247017,100.0,24875.0,280.66
1785072652.9635465,100.0,515.0,202.95
1785072654.002608,72.0,8031.0,118.08
1785072655.041886,100.0,9481.0,347.2
1785072656.077622,100.0,10127.0,352.37
1785072657.1174228,100.0,10127.0,348.32
1785072658.15736,100.0,10127.0,339.43
1785072659.2363937,100.0,10127.0,345.88
1785072660.274635,100.0,10127.0,348.42
1785072661.3136458,100.0,10127.0,351.05
1785072662.3537507,100.0,10127.0,348.33
1785072663.3897166,100.0,10127.0,344.31
1785072664.429693,100.0,10127.0,346.65
1785072665.4704578,100.0,10127.0,344.73
1785072666.5098236,100.0,10127.0,348.02
1785072667.5476034,100.0,40759.0,216.57
1785072668.5884347,100.0,40759.0,291.02
1785072669.62821,100.0,33545.0,243.87
1785072670.6687815,100.0,33545.0,261.62
1785072671.703903,100.0,515.0,178.24
1785072672.7403417,42.0,4517.0,100.33
1785072673.7773998,100.0,7847.0,304.93
1785072674.8179388,100.0,7847.0,347.05
1785072675.8581855,100.0,7847.0,354.33
1785072676.897864,100.0,7847.0,345.06
1785072677.9374661,100.0,7847.0,345.53
1785072678.977581,100.0,7847.0,349.81
1785072680.017387,100.0,24877.0,208.48
1785072681.0611918,100.0,24877.0,287.15
1785072682.0956786,100.0,651.0,167.77
1785072683.1332922,100.0,8031.0,139.09
1785072684.1698127,100.0,9481.0,346.09
1785072685.20949,100.0,10127.0,348.2
1785072686.2494173,100.0,10127.0,341.79
1785072687.289255,100.0,10127.0,342.96
1785072688.3298454,100.0,10127.0,347.06
1785072689.3698983,100.0,10127.0,350.01
1785072690.4100924,100.0,10127.0,351.82
1785072691.449799,100.0,10127.0,350.13
1785072692.4897342,100.0,10127.0,342.89
1785072693.5292735,100.0,10127.0,348.02
1785072694.5696774,100.0,10127.0,346.64
1785072695.6090558,100.0,10127.0,348.73
1785072696.650617,100.0,40759.0,205.49
1785072697.6940596,100.0,40759.0,290.83
1785072698.7545388,100.0,33545.0,243.78
1785072699.7929943,100.0,33545.0,269.14
1785072700.8319461,100.0,649.0,160.32
1785072701.8683057,42.0,4817.0,98.64
1785072702.9050863,100.0,6159.0,325.32
1785072703.9441142,57.0,2897.0,254.23
1785072704.9796696,25.0,1835.0,160.49
1785072706.017189,100.0,6159.0,182.41
1785072707.0573387,100.0,6159.0,350.3
1785072708.0989532,100.0,7851.0,194.34
1785072709.1402044,42.0,3359.0,138.45
1785072710.1779351,100.0,9481.0,288.92
1785072711.2176487,100.0,9481.0,350.01
1785072712.257303,100.0,10127.0,343.18
1785072713.2977018,100.0,10127.0,349.38
1785072714.3428144,100.0,10127.0,353.58
1785072715.400464,100.0,10127.0,351.9
1785072716.437236,100.0,10127.0,345.25
1785072717.4734914,100.0,10127.0,344.84
1785072718.5133243,100.0,10127.0,343.17
1785072719.5554078,100.0,10127.0,349.73
1785072720.5938103,100.0,10127.0,351.29
1785072721.6336486,100.0,10127.0,351.26
1785072722.671858,66.0,485.0,228.28
1785072723.708503,100.0,40759.0,269.59
1785072724.8186576,100.0,33545.0,248.98
1785072725.8621151,100.0,33545.0,271.94
1785072726.9004211,27.0,475.0,225.07
1785072727.936361,58.0,707.0,106.13
1785072728.9732466,100.0,8351.0,228.55
1785072730.0135,100.0,9481.0,355.43
1785072731.071815,100.0,10127.0,347.13
1785072732.1090996,100.0,10127.0,348.45
1785072733.1455827,100.0,10127.0,347.66
1785072734.1856177,100.0,10127.0,349.41
1785072735.2250037,100.0,10127.0,343.91
1785072736.2612908,100.0,10127.0,352.39
1785072737.3029156,100.0,10127.0,349.12
1785072738.3594701,100.0,10127.0,357.4
1785072739.398322,100.0,10127.0,340.8
1785072740.4373994,100.0,10127.0,335.5
1785072741.4761221,64.0,10127.0,279.5
1785072742.5177457,100.0,40759.0,218.56
1785072743.5566247,100.0,40759.0,308.81
1785072744.5989075,100.0,33545.0,238.93
1785072745.6428556,100.0,33545.0,287.08
1785072746.6842258,59.0,1827.0,119.34
1785072747.7217407,100.0,8031.0,168.23
1785072748.7615747,100.0,9481.0,349.76
1785072749.8006372,100.0,10127.0,346.41
1785072750.8372715,100.0,10127.0,347.08
1785072751.8779485,100.0,10127.0,348.87
1785072752.9165494,100.0,10127.0,349.18
1785072753.9531307,100.0,10127.0,349.24
1785072754.992268,100.0,10127.0,348.6
1785072756.0289986,100.0,10127.0,347.21
1785072757.0653484,100.0,10127.0,341.78
1785072758.1050475,100.0,10127.0,347.86
1785072759.1458566,100.0,10127.0,347.78
1785072760.2036905,100.0,10127.0,348.68
1785072761.241054,100.0,40761.0,187.31
1785072762.280367,100.0,40761.0,302.48
1785072763.3192236,100.0,33545.0,249.42
1785072764.3622978,100.0,33545.0,277.04
1785072765.3999283,100.0,679.0,162.51
1785072766.4403112,42.0,5107.0,99.46
1785072767.4768596,100.0,9481.0,332.31
1785072768.5136588,100.0,10127.0,346.31
1785072769.554086,100.0,10127.0,336.8
1785072770.593851,100.0,10127.0,347.22
1785072771.6356418,100.0,10127.0,350.23
1785072772.6744146,100.0,10127.0,346.89
1785072773.7133079,100.0,10127.0,359.05
1785072774.749444,100.0,10127.0,349.32
1785072775.7896237,100.0,10127.0,345.3
1785072776.8296437,100.0,10127.0,337.67
1785072777.868721,100.0,10127.0,349.47
1785072778.905739,100.0,10127.0,346.51
1785072779.944373,87.0,40759.0,208.45
1785072781.0286465,100.0,40759.0,294.07
1785072782.0646963,100.0,33545.0,263.86
1785072783.1066685,100.0,33545.0,268.33
1785072784.143655,86.0,569.0,230.68
1785072785.1802733,43.0,2895.0,103.4
1785072786.2168198,100.0,6159.0,261.74
1785072787.2568986,68.0,6159.0,298.35
1785072788.3150117,36.0,1519.0,159.62
1785072789.3535368,100.0,8031.0,166.86
1785072790.393092,100.0,9481.0,339.13
1785072791.435123,100.0,10127.0,351.18
1785072792.4735625,100.0,10127.0,342.81
1785072793.513321,100.0,10127.0,353.39
1785072794.5532298,100.0,10127.0,347.13
1785072795.5933082,100.0,10127.0,342.45
1785072796.6348958,100.0,10127.0,347.73
1785072797.6915061,100.0,10127.0,348.33
1785072798.7293262,100.0,10127.0,345.46
1785072799.7695048,100.0,10127.0,358.58
1785072800.8093834,100.0,10127.0,347.91
1785072801.8484635,100.0,10127.0,334.66
1785072802.8844984,100.0,40761.0,198.85
1785072803.924664,100.0,40761.0,296.37
1785072804.963652,100.0,33545.0,236.43
1785072806.0057106,100.0,33545.0,277.94
1785072807.0438225,100.0,747.0,177.59
1785072808.0820572,78.0,8031.0,119.92
1785072809.1222243,100.0,9481.0,345.82
1785072810.161481,100.0,10127.0,352.66
1785072811.1976247,100.0,10127.0,346.68
1785072812.2373214,100.0,10127.0,347.39
1785072813.2775867,100.0,10127.0,345.25
1785072814.317519,100.0,10127.0,350.07
1785072815.3566422,100.0,10127.0,351.62
1785072816.3933187,100.0,10127.0,350.94
1785072817.429629,100.0,10127.0,342.9
1785072818.46926,100.0,10127.0,341.21
1785072819.511141,100.0,10127.0,347.62
1785072820.5501752,100.0,10127.0,348.26
1785072821.6066225,100.0,40761.0,211.63
1785072822.6511428,100.0,40761.0,300.3
1785072823.6918678,100.0,33545.0,253.17
1785072824.7337477,100.0,33545.0,265.48
1785072825.771889,100.0,515.0,170.16
1785072826.8312523,43.0,3739.0,114.55
1785072827.869648,100.0,9481.0,300.13
1785072828.9093194,100.0,10127.0,346.35
1785072829.9531822,100.0,10127.0,346.77
1785072830.9899468,100.0,10127.0,348.2
1785072832.0307097,100.0,10127.0,350.33
1785072833.0693657,100.0,10127.0,345.29
1785072834.105658,100.0,10127.0,341.43
1785072835.1455765,100.0,10127.0,346.27
1785072836.1850977,100.0,10127.0,346.84
1785072837.2222123,100.0,10127.0,348.45
1785072838.2612307,100.0,10127.0,349.32
1785072839.3015356,100.0,10127.0,346.45
1785072840.3406096,100.0,495.0,201.79
1785072841.377007,100.0,40759.0,272.38
1785072842.4508946,100.0,33545.0,251.86
1785072843.4934702,100.0,33545.0,266.77
1785072844.5281425,0.0,473.0,236.19
1785072845.5642142,72.0,701.0,104.8
1785072846.601392,100.0,6159.0,215.69
1785072847.6374485,100.0,6159.0,350.14
1785072848.69527,65.0,491.0,170.85
1785072849.7722743,96.0,8031.0,119.57
1785072850.8105698,100.0,9481.0,354.98
1785072851.8494065,100.0,10127.0,346.83
1785072852.8892984,100.0,10127.0,343.25
1785072853.9293895,100.0,10127.0,349.28
1785072854.9693873,100.0,10127.0,345.64
1785072856.0099454,100.0,10127.0,338.42
1785072857.0709248,100.0,10127.0,344.15
1785072858.1097603,100.0,10127.0,349.87
1785072859.1492293,100.0,10127.0,340.26
1785072860.1898954,100.0,10127.0,351.8
1785072861.2304106,100.0,10127.0,346.15
1785072862.2710927,100.0,10127.0,347.71
1785072863.307631,100.0,40761.0,209.06
1785072864.3447857,100.0,40761.0,295.6
1785072865.3835144,100.0,33545.0,255.59
1785072866.4257326,100.0,33545.0,261.59
1785072867.467827,100.0,513.0,184.52
1785072868.5042694,43.0,4903.0,99.76
1785072869.5414064,100.0,6159.0,329.48
1785072870.5800722,75.0,2377.0,255.39
1785072871.6159363,36.0,1835.0,161.91
1785072872.671993,100.0,6159.0,189.37
1785072873.709007,100.0,6159.0,352.39
1785072874.7476668,87.0,7851.0,198.72
1785072875.7883303,42.0,4133.0,103.38
1785072876.8253238,100.0,6159.0,305.76
1785072877.8644493,70.0,5795.0,277.34
1785072878.9002998,42.0,1889.0,152.79
1785072879.9367557,100.0,8031.0,164.57
1785072880.973343,100.0,9481.0,337.91
1785072882.0084798,100.0,10127.0,348.63
1785072883.0451274,100.0,10127.0,345.28
1785072884.0858355,100.0,10127.0,353.1
1785072885.1256912,100.0,10127.0,349.14
1785072886.1656282,100.0,10127.0,342.56
1785072887.20531,100.0,10127.0,346.61
1785072888.2465472,100.0,10127.0,348.79
1785072889.2864017,100.0,10127.0,346.91
1785072890.3256156,100.0,10127.0,350.79
1785072891.3653507,100.0,10127.0,345.56
1785072892.424261,72.0,10127.0,297.38
1785072893.4642258,100.0,40761.0,205.12
1785072894.5071285,100.0,40761.0,298.2
1785072895.5513418,100.0,33545.0,233.08
1785072896.594026,100.0,33545.0,290.09
1785072897.6319168,100.0,943.0,131.79
1785072898.6692607,89.0,6159.0,123.73
1785072899.709519,100.0,6159.0,353.05
1785072900.7494092,100.0,7851.0,234.93
1785072901.7882535,66.0,1321.0,145.1
1785072902.8254857,100.0,6159.0,242.1
1785072903.8651445,92.0,6159.0,330.61
1785072904.9039197,86.0,631.0,164.16
1785072905.9415705,56.0,5971.0,117.39
1785072906.9812827,100.0,6159.0,348.86
1785072908.023944,74.0,7851.0,220.68
1785072909.060399,36.0,1639.0,152.03
1785072910.096923,100.0,6159.0,202.2
1785072911.1363978,100.0,6159.0,350.8
1785072912.1717758,45.0,397.0,190.62
1785072913.21496,41.0,8031.0,119.3
1785072914.2545457,100.0,9481.0,349.5
1785072915.2930064,100.0,10127.0,341.98
1785072916.3294377,100.0,10127.0,350.56
1785072917.366084,100.0,10127.0,342.14
1785072918.4073787,100.0,10127.0,337.0
1785072919.4467938,100.0,10127.0,349.84
1785072920.485314,100.0,10127.0,344.54
1785072921.525341,100.0,10127.0,354.41
1785072922.5655534,100.0,10127.0,349.48
1785072923.6054149,100.0,10127.0,341.66
1785072924.6469176,100.0,10127.0,346.18
1785072925.6868284,100.0,10127.0,343.97
1785072926.723776,100.0,40761.0,200.91
1785072927.7605162,100.0,40761.0,289.71
1785072928.8009977,100.0,33545.0,255.98
1785072929.8370132,100.0,33545.0,275.36
1785072930.8725004,100.0,629.0,198.19
1785072931.9123178,43.0,2953.0,102.55
1785072932.9498253,100.0,6159.0,297.69
1785072933.989086,72.0,6159.0,300.24
1785072935.0243268,42.0,1763.0,161.56
1785072936.0610197,100.0,6159.0,142.43
1785072937.1015587,100.0,6159.0,350.6
1785072938.1388001,100.0,7851.0,231.04
1785072939.1769276,43.0,2341.0,136.67
1785072940.2179527,100.0,7521.0,264.17
1785072941.2577283,100.0,7847.0,351.36
1785072942.2976794,100.0,7847.0,350.24
1785072943.3526187,100.0,7847.0,345.88
1785072944.3893867,100.0,7847.0,349.33
1785072945.4298992,100.0,7847.0,344.62
1785072946.4694226,100.0,24875.0,216.38
1785072947.5149264,100.0,24875.0,287.12
1785072948.5520253,100.0,533.0,203.91
1785072949.588731,42.0,4943.0,100.69
1785072950.6257658,100.0,7847.0,330.33
1785072951.665656,100.0,7847.0,345.4
1785072952.709073,100.0,7847.0,346.87
1785072953.748229,100.0,7847.0,349.7
1785072954.7858124,100.0,7847.0,349.23
1785072955.8259132,100.0,7847.0,348.72
1785072956.883515,100.0,24877.0,212.07
1785072957.9274426,100.0,24877.0,289.0
1785072958.9642193,96.0,1353.0,166.95
1785072960.0007684,100.0,6159.0,142.52
1785072961.037199,100.0,6159.0,348.99
1785072962.0742257,100.0,7851.0,237.23
1785072963.1123056,43.0,1963.0,130.4
1785072964.149627,100.0,6159.0,253.51
1785072965.1895556,88.0,6159.0,329.87
1785072966.2321966,83.0,653.0,158.47
1785072967.269577,49.0,6789.0,113.13
1785072968.308395,100.0,7847.0,348.25
1785072969.3455622,100.0,7847.0,348.05
1785072970.3853438,100.0,7847.0,347.91
1785072971.42582,100.0,7847.0,348.7
1785072972.4610307,100.0,7847.0,353.71
1785072973.5006974,82.0,7847.0,345.4
1785072974.541541,100.0,24877.0,209.21
1785072975.5803592,100.0,24877.0,285.3
1785072976.615641,30.0,2027.0,139.6
1785072977.6570373,100.0,6159.0,163.39
1785072978.7015321,100.0,6159.0,348.66
1785072979.7392273,100.0,7851.0,224.77
1785072980.7762048,43.0,3573.0,115.1
1785072981.832374,100.0,6159.0,298.23
1785072982.8691099,71.0,6159.0,283.15
1785072983.9084516,30.0,1889.0,162.6
1785072984.9643219,100.0,8031.0,192.37
1785072986.0017033,100.0,9481.0,347.21
1785072987.0438766,100.0,10127.0,340.74
1785072988.082498,100.0,10127.0,346.8
1785072989.1215084,100.0,10127.0,345.92
1785072990.1615083,100.0,10127.0,356.79
1785072991.201765,100.0,10127.0,345.36
1785072992.2415445,100.0,10127.0,341.6
1785072993.2776284,100.0,10127.0,345.68
1785072994.313753,100.0,10127.0,348.59
1785072995.3533256,100.0,10127.0,343.11
1785072996.3932724,100.0,10127.0,351.63
1785072997.429151,69.0,10127.0,320.67
1785072998.4645216,100.0,40761.0,201.71
1785072999.5047774,100.0,40761.0,291.15
1785073000.542512,100.0,33545.0,240.43
1785073001.5858243,100.0,33545.0,281.15
1785073002.6237833,100.0,957.0,120.77
1785073003.6614397,96.0,6159.0,124.63
1785073004.70171,100.0,6159.0,350.21
1785073005.7409596,100.0,7851.0,242.61
1785073006.7842128,62.0,1763.0,139.57
1785073007.8217554,100.0,7521.0,249.04
1785073008.8613214,100.0,7847.0,347.25
1785073009.901515,100.0,7847.0,355.36
1785073010.942165,100.0,7847.0,345.35
1785073011.9820085,100.0,7847.0,351.31
1785073013.0213082,100.0,7847.0,345.85
1785073014.0598414,76.0,24875.0,230.18
1785073015.0995107,100.0,24875.0,288.2
1785073016.1358438,100.0,631.0,215.29
1785073017.176239,43.0,4455.0,99.85
1785073018.2130973,100.0,6161.0,308.27
1785073019.27159,70.0,3283.0,278.76
1785073020.3079472,32.0,1835.0,153.31
1785073021.3647501,100.0,6159.0,177.83
1785073022.4014344,100.0,6159.0,350.79
1785073023.4357357,100.0,7851.0,210.41
1785073024.4952762,43.0,4195.0,95.24
1785073025.5330718,100.0,6159.0,308.97
1785073026.5684748,70.0,4741.0,278.35
1785073027.6037767,31.0,1927.0,163.54
1785073028.6417313,100.0,6159.0,173.73
1785073029.6855767,100.0,6159.0,348.88
1785073030.722654,100.0,7851.0,225.83
1785073031.7642827,43.0,4361.0,119.86
1785073032.8012555,100.0,6161.0,329.52
1785073033.840576,69.0,4363.0,278.48
1785073034.8765922,42.0,1889.0,154.98
1785073035.9133227,100.0,8031.0,193.01
1785073036.9542809,100.0,9481.0,346.98
1785073037.9953437,100.0,10127.0,349.13
1785073039.0344594,100.0,10127.0,345.84
1785073040.0741563,100.0,10127.0,353.88
1785073041.1128156,100.0,10127.0,343.67
1785073042.1491754,100.0,10127.0,340.8
1785073043.186625,100.0,10127.0,343.7
1785073044.22573,100.0,10127.0,347.83
1785073045.265262,100.0,10127.0,356.71
1785073046.3053432,100.0,10127.0,351.79
1785073047.3419545,100.0,10127.0,344.86
1785073048.3812923,71.0,10127.0,323.26
1785073049.4218252,100.0,40761.0,200.24
1785073050.4608538,100.0,40761.0,296.38
1785073051.4968455,100.0,33545.0,235.98
1785073052.5372787,100.0,33545.0,277.87
1785073053.5763164,100.0,1005.0,124.64
1785073054.6404912,100.0,6159.0,143.85
1785073055.6772728,100.0,6159.0,349.52
1785073056.7185972,100.0,7851.0,223.23
1785073057.7563083,43.0,3061.0,145.37
1785073058.7934952,100.0,6161.0,284.59
1785073059.8335536,71.0,6161.0,302.95
1785073060.8722706,42.0,1763.0,149.84
1785073061.9091172,100.0,6159.0,159.11
1785073062.9497797,100.0,6159.0,353.36
1785073063.9890904,100.0,7851.0,221.24
1785073065.024353,43.0,2619.0,127.7
1785073066.0612059,100.0,6159.0,259.53
1785073067.0969877,71.0,6159.0,302.03
1785073068.1360958,51.0,1005.0,159.43
1785073069.1729884,100.0,6159.0,144.82
1785073070.2133164,100.0,6159.0,351.95
1785073071.2510118,77.0,7851.0,227.63
1785073072.2881553,43.0,2341.0,141.32
1785073073.3254077,100.0,6161.0,259.77
1785073074.369176,71.0,6161.0,300.9
1785073075.4120793,49.0,843.0,160.24
1785073076.4493742,79.0,6787.0,121.98
1785073077.4857507,100.0,7847.0,353.3
1785073078.5251522,100.0,7847.0,348.1
1785073079.5654488,100.0,7847.0,348.17
1785073080.6048286,100.0,7847.0,348.36
1785073081.6407564,100.0,7847.0,345.28
1785073082.6771173,71.0,7847.0,312.2
1785073083.7195945,100.0,24875.0,205.09
1785073084.7604105,100.0,24875.0,271.57
1785073085.7967155,23.0,1835.0,133.64
1785073086.833009,100.0,6161.0,189.76
1785073087.8732357,100.0,6161.0,344.53
1785073088.9307973,90.0,7245.0,198.29
1785073089.968586,40.0,5457.0,96.67
1785073091.005482,100.0,9481.0,329.13
1785073092.045709,100.0,10127.0,343.24
1785073093.0849628,100.0,10127.0,349.91
1785073094.1208458,100.0,10127.0,345.26
1785073095.1582406,100.0,10127.0,347.67
1785073096.1985996,100.0,10127.0,348.05
1785073097.2375655,100.0,10127.0,345.7
1785073098.2963548,100.0,10127.0,342.17
1785073099.352542,100.0,10127.0,347.18
1785073100.3901138,100.0,10127.0,348.76
1785073101.4304125,100.0,10127.0,346.5
1785073102.4692276,100.0,10127.0,349.18
1785073103.5037625,100.0,40759.0,206.8
1785073104.5406134,100.0,40759.0,290.65
1785073105.580777,100.0,33545.0,263.07
1785073106.6171217,100.0,33545.0,274.26
1785073107.6564267,100.0,627.0,191.36
1785073108.6961987,43.0,3013.0,100.35
1785073109.752275,100.0,6159.0,284.06
1785073110.788412,71.0,6159.0,292.31
1785073111.8241184,46.0,1829.0,158.39
1785073112.865391,100.0,6947.0,166.06
1785073113.9048574,100.0,7847.0,348.0
1785073114.9413788,100.0,7847.0,347.19
1785073115.981571,100.0,7847.0,354.15
1785073117.0217726,100.0,7847.0,342.22
1785073118.0618868,100.0,7847.0,355.29
1785073119.101588,71.0,7847.0,301.91
1785073120.142848,100.0,24875.0,218.69
1785073121.1823363,100.0,24875.0,273.48
1785073122.2201083,53.0,669.0,115.14
1785073123.2761111,100.0,6161.0,236.39
1785073124.3168948,100.0,6161.0,349.53
1785073125.3520756,100.0,513.0,185.85
1785073126.3940523,40.0,6789.0,95.78
1785073127.432954,100.0,7847.0,323.31
1785073128.4693217,100.0,7847.0,351.63
1785073129.5059392,100.0,7847.0,344.27
1785073130.545137,100.0,7847.0,349.93
1785073131.5818002,100.0,7847.0,345.64
1785073132.62331,100.0,7847.0,351.2
1785073133.6602235,100.0,24877.0,193.21
1785073134.7015898,100.0,24877.0,273.66
1785073135.7447894,72.0,1967.0,149.8
1785073136.8001902,100.0,6159.0,164.24
1785073137.8373902,100.0,6159.0,350.75
1785073138.8753588,100.0,7851.0,214.93
1785073139.9121912,43.0,3093.0,123.97
1785073140.949776,100.0,6159.0,287.23
1785073141.9933238,71.0,6159.0,294.68
1785073143.0285227,33.0,1567.0,150.58
1785073144.0657043,100.0,6787.0,141.71
1785073145.1064513,100.0,7847.0,348.22
1785073146.1455169,100.0,7847.0,352.03
1785073147.208144,100.0,7847.0,344.7
1785073148.2474794,100.0,7847.0,351.66
1785073149.2895598,100.0,7847.0,348.8
1785073150.3252282,68.0,7847.0,305.03
1785073151.3619206,100.0,24875.0,235.0
1785073152.4035382,100.0,24875.0,273.89
1785073153.439746,25.0,763.0,114.73
1785073154.4774668,100.0,6161.0,212.75
1785073155.5215864,100.0,6161.0,351.34
1785073156.5598571,50.0,473.0,156.65
1785073157.600294,43.0,4857.0,96.02
1785073158.638519,100.0,6159.0,328.17
1785073159.6759899,84.0,1571.0,254.9
1785073160.7555463,33.0,1835.0,155.54
1785073161.7932866,100.0,6159.0,200.23
1785073162.8330586,100.0,6159.0,350.06
1785073163.8725028,72.0,7851.0,197.13
1785073164.9271522,42.0,4515.0,96.29
